,dataset,question_type,config,madp,llm,mean_metric,std_metric,count,ci_lower,ci_upper,rounds,solvers
362,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.242591161922869,0.07648118520986372,77,0.2255081156113975,0.2596742082343405,2.0,7.0
363,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.23201701064692407,0.07264236102281321,77,0.21579141458532816,0.24824260670851997,3.0,3.0
364,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.21002552845310016,0.06499379122632683,77,0.195508337820779,0.2245427190854213,3.0,5.0
365,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.21529519927514282,0.07453457216007466,77,0.19864695376845504,0.2319434447818306,3.0,7.0
381,FANToM,BeliefQ_Dist_First_Order_TokenF1,Mixed-A MAD R3 S7,MAD,Mixed,0.2238414929343357,0.08139608518884085,77,0.20566064114656663,0.24202234472210477,3.0,7.0
383,FANToM,BeliefQ_Dist_First_Order_TokenF1,Mixed-B MAD R3 S7,MAD,Mixed,0.21824807601250412,0.0721811896922024,77,0.20212548843824704,0.2343706635867612,3.0,7.0
387,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R1 S3,MAD,<Rc3kmmq>,0.4230769230769231,0.5038314736557788,26,0.2294103395832027,0.6167435065706435,1.0,3.0
388,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R1 S5,MAD,<Rc3kmmq>,0.4230769230769231,0.5038314736557788,26,0.2294103395832027,0.6167435065706435,1.0,5.0
389,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R1 S7,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217,1.0,7.0
390,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R2 S3,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217,2.0,3.0
391,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R2 S5,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217,2.0,5.0
392,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R2 S7,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217,2.0,7.0
393,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R3 S3,MAD,<Rc3kmmq>,0.5,0.5099019513592784,26,0.30400000000000005,0.696,3.0,3.0
394,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R3 S5,MAD,<Rc3kmmq>,0.38461538461538464,0.4961389383568338,26,0.19390571649446084,0.5753250527363084,3.0,5.0
395,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R3 S7,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217,3.0,7.0
412,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R1 S3,MAD,<qLKSiki>,0.2692307692307692,0.45234432086120485,26,0.0953552101111172,0.44310632835042124,1.0,3.0
413,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R1 S5,MAD,<qLKSiki>,0.38461538461538464,0.4961389383568338,26,0.19390571649446084,0.5753250527363084,1.0,5.0
414,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R1 S7,MAD,<qLKSiki>,0.4230769230769231,0.5038314736557788,26,0.2294103395832027,0.6167435065706435,1.0,7.0
415,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R2 S3,MAD,<qLKSiki>,0.5384615384615384,0.508391127441794,26,0.3430422804787783,0.7338807964442986,2.0,3.0
416,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R2 S5,MAD,<qLKSiki>,0.5,0.5099019513592785,26,0.30399999999999994,0.6960000000000001,2.0,5.0
417,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.4230769230769231,0.503831473655779,26,0.22941033958320264,0.6167435065706435,2.0,7.0
418,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.5384615384615384,0.508391127441794,26,0.3430422804787783,0.7338807964442986,3.0,3.0
419,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.6538461538461539,0.4851645240375839,26,0.46735491477975505,0.8403373929125526,3.0,5.0
420,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.6153846153846154,0.4961389383568338,26,0.4246749472636916,0.8060942835055392,3.0,7.0
436,FANToM,BeliefQ_Dist_Second_Order_Acyclic,Mixed-A MAD R3 S7,MAD,Mixed,0.46153846153846156,0.5083911274417939,26,0.2661192035557015,0.6569577195212216,3.0,7.0
438,FANToM,BeliefQ_Dist_Second_Order_Acyclic,Mixed-B MAD R3 S7,MAD,Mixed,0.5,0.5099019513592785,26,0.30399999999999994,0.6960000000000001,3.0,7.0
442,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R1 S3,MAD,<Rc3kmmq>,0.22102406770589694,0.09070127318613995,26,0.18615962073311534,0.25588851467867857,1.0,3.0
443,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R1 S5,MAD,<Rc3kmmq>,0.209044015737588,0.050819136250412365,26,0.18950976865630434,0.22857826281887164,1.0,5.0
444,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R1 S7,MAD,<Rc3kmmq>,0.1999468253584817,0.05955594535876061,26,0.17705425697509014,0.22283939374187328,1.0,7.0
445,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R2 S3,MAD,<Rc3kmmq>,0.1665513579565361,0.03773239079724545,26,0.15204749387728456,0.18105522203578767,2.0,3.0
446,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R2 S5,MAD,<Rc3kmmq>,0.16599084970855552,0.06119562278231896,26,0.14246800961476802,0.189513689802343,2.0,5.0
447,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R2 S7,MAD,<Rc3kmmq>,0.17731224314632957,0.05328438676479212,26,0.15683038427511187,0.19779410201754727,2.0,7.0
448,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R3 S3,MAD,<Rc3kmmq>,0.16186991696672487,0.04761351557630088,26,0.1435678708025998,0.18017196313084993,3.0,3.0
449,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R3 S5,MAD,<Rc3kmmq>,0.15741090988375545,0.05107259652619963,26,0.13777923580906282,0.17704258395844807,3.0,5.0
450,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R3 S7,MAD,<Rc3kmmq>,0.15553330685969055,0.0496864559187106,26,0.13643444808084765,0.17463216563853345,3.0,7.0
467,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R1 S3,MAD,<qLKSiki>,0.24848624110227288,0.09248769971768861,26,0.21293511387802302,0.2840373683265227,1.0,3.0
468,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R1 S5,MAD,<qLKSiki>,0.23860812142772952,0.09635989416002326,26,0.2015685705787526,0.27564767227670645,1.0,5.0
469,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R1 S7,MAD,<qLKSiki>,0.244218170078184,0.09908588518759574,26,0.20613078201269924,0.28230555814366876,1.0,7.0
470,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R2 S3,MAD,<qLKSiki>,0.19259137675365054,0.061635461676115076,26,0.16889946803215095,0.21628328547515013,2.0,3.0
471,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R2 S5,MAD,<qLKSiki>,0.1970491328943344,0.05562571239399717,26,0.17566729742545734,0.21843096836321146,2.0,5.0
472,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.19131603786646806,0.07444283941726865,26,0.16270113163422276,0.21993094409871336,2.0,7.0
473,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.1776671999852619,0.05473692998052656,26,0.15662700147732578,0.19870739849319802,3.0,3.0
474,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.16513153061525987,0.047801066670702476,26,0.14675739213141584,0.1835056690991039,3.0,5.0
475,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.16628483417578915,0.04571038360500522,26,0.14871432838992618,0.18385533996165213,3.0,7.0
491,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,Mixed-A MAD R3 S7,MAD,Mixed,0.16990150470466425,0.05303353854339444,26,0.1495160687854727,0.19028694062385582,3.0,7.0
493,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,Mixed-B MAD R3 S7,MAD,Mixed,0.16165795423717247,0.04814480794492434,26,0.14315168586136023,0.1801642226129847,3.0,7.0
497,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MAD R1 S3,MAD,<Rc3kmmq>,0.3333333333333333,0.4803844614152613,27,0.15213126923309184,0.5145353974335748,1.0,3.0
498,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MAD R1 S5,MAD,<Rc3kmmq>,0.3333333333333333,0.4803844614152614,27,0.1521312692330918,0.5145353974335748,1.0,5.0
499,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MAD R1 S7,MAD,<Rc3kmmq>,0.37037037037037035,0.49210287762341137,27,0.1847480941786579,0.5559926465620828,1.0,7.0
500,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MAD R2 S3,MAD,<Rc3kmmq>,0.4444444444444444,0.5063696835418332,27,0.2534406980175803,0.6354481908713085,2.0,3.0
501,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MAD R2 S5,MAD,<Rc3kmmq>,0.2962962962962963,0.4653216269680752,27,0.12077596612431138,0.47181662646828115,2.0,5.0
502,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MAD R2 S7,MAD,<Rc3kmmq>,0.3333333333333333,0.4803844614152614,27,0.1521312692330918,0.5145353974335748,2.0,7.0
503,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MAD R3 S3,MAD,<Rc3kmmq>,0.25925925925925924,0.44657608470472243,27,0.09080978841688445,0.427708730101634,3.0,3.0
504,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MAD R3 S5,MAD,<Rc3kmmq>,0.37037037037037035,0.49210287762341126,27,0.18474809417865795,0.5559926465620828,3.0,5.0
505,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MAD R3 S7,MAD,<Rc3kmmq>,0.2962962962962963,0.4653216269680752,27,0.12077596612431138,0.47181662646828115,3.0,7.0
522,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MAD R1 S3,MAD,<qLKSiki>,0.2962962962962963,0.4653216269680752,27,0.12077596612431138,0.47181662646828115,1.0,3.0
523,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MAD R1 S5,MAD,<qLKSiki>,0.3333333333333333,0.4803844614152614,27,0.1521312692330918,0.5145353974335748,1.0,5.0
524,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MAD R1 S7,MAD,<qLKSiki>,0.2222222222222222,0.4236592728681617,27,0.062417022668614236,0.38202742177583016,1.0,7.0
525,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MAD R2 S3,MAD,<qLKSiki>,0.5185185185185185,0.5091750772173156,27,0.32645657149308893,0.710580465543948,2.0,3.0
526,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MAD R2 S5,MAD,<qLKSiki>,0.4444444444444444,0.5063696835418332,27,0.2534406980175803,0.6354481908713085,2.0,5.0
527,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.5555555555555556,0.5063696835418334,27,0.36455180912869145,0.7465593019824197,2.0,7.0
528,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.5185185185185185,0.5091750772173156,27,0.32645657149308893,0.710580465543948,3.0,3.0
529,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.5185185185185185,0.5091750772173155,27,0.326456571493089,0.710580465543948,3.0,5.0
530,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.37037037037037035,0.4921028776234113,27,0.18474809417865792,0.5559926465620828,3.0,7.0
546,FANToM,BeliefQ_Dist_Second_Order_Cyclic,Mixed-A MAD R3 S7,MAD,Mixed,0.3333333333333333,0.4803844614152614,27,0.1521312692330918,0.5145353974335748,3.0,7.0
548,FANToM,BeliefQ_Dist_Second_Order_Cyclic,Mixed-B MAD R3 S7,MAD,Mixed,0.25925925925925924,0.44657608470472243,27,0.09080978841688445,0.427708730101634,3.0,7.0
552,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MAD R1 S3,MAD,<Rc3kmmq>,0.20807152543725285,0.0793737091355911,27,0.1781315896443913,0.2380114612301144,1.0,3.0
553,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MAD R1 S5,MAD,<Rc3kmmq>,0.2235416640676094,0.0792380507375303,27,0.19365289891767148,0.25343042921754727,1.0,5.0
554,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MAD R1 S7,MAD,<Rc3kmmq>,0.20301834142120792,0.06300971325782385,27,0.17925094047937698,0.22678574236303886,1.0,7.0
555,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MAD R2 S3,MAD,<Rc3kmmq>,0.16797203889985873,0.05324814362793147,27,0.14788672326233512,0.18805735453738234,2.0,3.0
556,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MAD R2 S5,MAD,<Rc3kmmq>,0.16512352217570847,0.054971245842939796,27,0.14438824863343636,0.18585879571798058,2.0,5.0
557,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MAD R2 S7,MAD,<Rc3kmmq>,0.16092653799631867,0.05290745442832766,27,0.14096973106618121,0.18088334492645614,2.0,7.0
558,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MAD R3 S3,MAD,<Rc3kmmq>,0.16046031222874135,0.05135040517824785,27,0.14109082766367162,0.1798297967938111,3.0,3.0
559,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MAD R3 S5,MAD,<Rc3kmmq>,0.1530484160594014,0.050607097385336045,27,0.13395930881115953,0.17213752330764326,3.0,5.0
560,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MAD R3 S7,MAD,<Rc3kmmq>,0.14937721122827904,0.0538477191529905,27,0.12906573439810445,0.16968868805845364,3.0,7.0
577,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MAD R1 S3,MAD,<qLKSiki>,0.24497061031398493,0.08992120148908181,27,0.21105213745540863,0.2788890831725612,1.0,3.0
578,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MAD R1 S5,MAD,<qLKSiki>,0.24012935431802596,0.07801677933247089,27,0.21070125539940496,0.269557453236647,1.0,5.0
579,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MAD R1 S7,MAD,<qLKSiki>,0.24245330533055626,0.0975110096060958,27,0.20567194033580227,0.27923467032531024,1.0,7.0
580,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MAD R2 S3,MAD,<qLKSiki>,0.20512963438478965,0.06374124188741077,27,0.1810862992521669,0.2291729695174124,2.0,3.0
581,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MAD R2 S5,MAD,<qLKSiki>,0.20038598040551683,0.07217166727579549,27,0.173162670472881,0.22760929033815266,2.0,5.0
582,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.18271036604470356,0.05898935576182593,27,0.16045945269814052,0.2049612793912666,2.0,7.0
583,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.19116266807018878,0.06259428788900889,27,0.16755196648138668,0.21477336965899088,3.0,3.0
584,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.17422528793388561,0.06606545087280072,27,0.1493052561147959,0.19914531975297534,3.0,5.0
585,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.1911993931741479,0.05473168263454306,27,0.17055448339534157,0.21184430295295426,3.0,7.0
601,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,Mixed-A MAD R3 S7,MAD,Mixed,0.17110306030768477,0.05388370369361853,27,0.15077801003048757,0.19142811058488196,3.0,7.0
603,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,Mixed-B MAD R3 S7,MAD,Mixed,0.16631474955775682,0.04935080733517762,27,0.14769951764995926,0.1849299814655544,3.0,7.0
607,FANToM,FactQ,<Rc3kmmq> MAD R1 S3,MAD,<Rc3kmmq>,0.2762463514975597,0.11636944272255335,100,0.25343794072393927,0.29905476227118016,1.0,3.0
608,FANToM,FactQ,<Rc3kmmq> MAD R1 S5,MAD,<Rc3kmmq>,0.2830799031768377,0.11694244268570092,100,0.2601591844104403,0.3060006219432351,1.0,5.0
609,FANToM,FactQ,<Rc3kmmq> MAD R1 S7,MAD,<Rc3kmmq>,0.2778081360310292,0.11878700192843114,100,0.25452588365305673,0.3010903884090017,1.0,7.0
610,FANToM,FactQ,<Rc3kmmq> MAD R2 S3,MAD,<Rc3kmmq>,0.22067065026896288,0.10163406811672895,100,0.200750372918084,0.24059092761984174,2.0,3.0
611,FANToM,FactQ,<Rc3kmmq> MAD R2 S5,MAD,<Rc3kmmq>,0.22243807697915052,0.10218222161846328,100,0.2024103615419317,0.24246579241636934,2.0,5.0
612,FANToM,FactQ,<Rc3kmmq> MAD R2 S7,MAD,<Rc3kmmq>,0.21399337903245141,0.10159409936284189,100,0.1940809355573344,0.23390582250756842,2.0,7.0
613,FANToM,FactQ,<Rc3kmmq> MAD R3 S3,MAD,<Rc3kmmq>,0.1994401935920845,0.101290478876443,100,0.1795872597323017,0.21929312745186733,3.0,3.0
614,FANToM,FactQ,<Rc3kmmq> MAD R3 S5,MAD,<Rc3kmmq>,0.1962804045759035,0.09791983840530083,100,0.17708811624846454,0.21547269290334248,3.0,5.0
615,FANToM,FactQ,<Rc3kmmq> MAD R3 S7,MAD,<Rc3kmmq>,0.19294868203902416,0.09956572680836388,100,0.17343379958458482,0.21246356449346349,3.0,7.0
632,FANToM,FactQ,<qLKSiki> MAD R1 S3,MAD,<qLKSiki>,0.313950057514324,0.12803534996514893,100,0.2888551289211548,0.3390449861074932,1.0,3.0
633,FANToM,FactQ,<qLKSiki> MAD R1 S5,MAD,<qLKSiki>,0.31301281669711156,0.13131278804574678,100,0.2872755102401452,0.33875012315407793,1.0,5.0
634,FANToM,FactQ,<qLKSiki> MAD R1 S7,MAD,<qLKSiki>,0.31459008210962264,0.13335801072130526,100,0.2884519120082468,0.34072825221099845,1.0,7.0
635,FANToM,FactQ,<qLKSiki> MAD R2 S3,MAD,<qLKSiki>,0.26136240036412983,0.12071052952540189,100,0.23770313657715106,0.2850216641511086,2.0,3.0
636,FANToM,FactQ,<qLKSiki> MAD R2 S5,MAD,<qLKSiki>,0.26567554472134175,0.12251180741214883,100,0.24166323046856059,0.2896878589741229,2.0,5.0
637,FANToM,FactQ,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.262719427989169,0.12206523118198201,100,0.2387946426775005,0.28664421330083745,2.0,7.0
638,FANToM,FactQ,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.2565173683495701,0.12063405805744484,100,0.23287309297031092,0.2801616437288293,3.0,3.0
639,FANToM,FactQ,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.22180768385324204,0.10782750861145844,100,0.20067349216539618,0.2429418755410879,3.0,5.0
640,FANToM,FactQ,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.21699401153742773,0.10259580160640228,100,0.19688523442257289,0.23710278865228257,3.0,7.0
656,FANToM,FactQ,Mixed-A MAD R3 S7,MAD,Mixed,0.23123813182812294,0.11426579371718151,100,0.20884203625955536,0.2536342273966905,3.0,7.0
658,FANToM,FactQ,Mixed-B MAD R3 S7,MAD,Mixed,0.22362533091749182,0.11019876676924809,100,0.20202637263071918,0.24522428920426445,3.0,7.0
662,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MAD R1 S3,MAD,<Rc3kmmq>,0.8351063829787234,0.37157895794274415,376,0.7975474486540082,0.8726653173034387,1.0,3.0
663,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MAD R1 S5,MAD,<Rc3kmmq>,0.824468085106383,0.38092831737575444,376,0.7859641242417724,0.8629720459709936,1.0,5.0
664,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MAD R1 S7,MAD,<Rc3kmmq>,0.8351063829787234,0.37157895794274415,376,0.7975474486540082,0.8726653173034387,1.0,7.0
665,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MAD R2 S3,MAD,<Rc3kmmq>,0.8351063829787234,0.3715789579427441,376,0.7975474486540082,0.8726653173034387,2.0,3.0
666,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MAD R2 S5,MAD,<Rc3kmmq>,0.8430851063829787,0.36420514833115947,376,0.8062715114403906,0.8798987013255669,2.0,5.0
667,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MAD R2 S7,MAD,<Rc3kmmq>,0.8351063829787234,0.3715789579427441,376,0.7975474486540082,0.8726653173034387,2.0,7.0
668,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MAD R3 S3,MAD,<Rc3kmmq>,0.8164893617021277,0.38760036449052976,376,0.7773109951047956,0.8556677282994598,3.0,3.0
669,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MAD R3 S5,MAD,<Rc3kmmq>,0.8377659574468085,0.3691566005703823,376,0.8004518732663621,0.8750800416272548,3.0,5.0
670,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MAD R3 S7,MAD,<Rc3kmmq>,0.8324468085106383,0.373966661388134,376,0.7946465268357158,0.8702470901855609,3.0,7.0
687,FANToM,Info_AccessQ_Binary,<qLKSiki> MAD R1 S3,MAD,<qLKSiki>,0.8696808510638298,0.33710280015499794,376,0.8356067420190164,0.9037549601086431,1.0,3.0
688,FANToM,Info_AccessQ_Binary,<qLKSiki> MAD R1 S5,MAD,<qLKSiki>,0.8776595744680851,0.3281151847569464,376,0.8444939271357975,0.9108252218003726,1.0,5.0
689,FANToM,Info_AccessQ_Binary,<qLKSiki> MAD R1 S7,MAD,<qLKSiki>,0.875,0.33115957885386105,376,0.8415266274978653,0.9084733725021347,1.0,7.0
690,FANToM,Info_AccessQ_Binary,<qLKSiki> MAD R2 S3,MAD,<qLKSiki>,0.8856382978723404,0.3186741148718573,376,0.8534269471066086,0.9178496486380722,2.0,3.0
691,FANToM,Info_AccessQ_Binary,<qLKSiki> MAD R2 S5,MAD,<qLKSiki>,0.875,0.3311595788538611,376,0.8415266274978653,0.9084733725021347,2.0,5.0
692,FANToM,Info_AccessQ_Binary,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.8829787234042553,0.3218739456362266,376,0.8504439360419128,0.9155135107665978,2.0,7.0
693,FANToM,Info_AccessQ_Binary,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.8457446808510638,0.36167459219344933,376,0.8091868727062735,0.8823024889958541,3.0,3.0
694,FANToM,Info_AccessQ_Binary,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.8829787234042553,0.3218739456362266,376,0.8504439360419128,0.9155135107665978,3.0,5.0
695,FANToM,Info_AccessQ_Binary,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.901595744680851,0.29825734996561387,376,0.871448105855328,0.9317433835063741,3.0,7.0
711,FANToM,Info_AccessQ_Binary,Mixed-A MAD R3 S7,MAD,Mixed,0.8723404255319149,0.33415501562610883,376,0.8385642764311656,0.9061165746326643,3.0,7.0
713,FANToM,Info_AccessQ_Binary,Mixed-B MAD R3 S7,MAD,Mixed,0.8723404255319149,0.33415501562610894,376,0.8385642764311656,0.9061165746326643,3.0,7.0
717,FANToM,Info_AccessQ_List,<Rc3kmmq> MAD R1 S3,MAD,<Rc3kmmq>,0.34444444444444444,0.47784890449867806,90,0.2457198379564804,0.4431690509324085,1.0,3.0
718,FANToM,Info_AccessQ_List,<Rc3kmmq> MAD R1 S5,MAD,<Rc3kmmq>,0.35555555555555557,0.48136302521843194,90,0.2561049242050403,0.45500618690607086,1.0,5.0
719,FANToM,Info_AccessQ_List,<Rc3kmmq> MAD R1 S7,MAD,<Rc3kmmq>,0.3,0.460824858880028,90,0.2047925977762115,0.3952074022237885,1.0,7.0
720,FANToM,Info_AccessQ_List,<Rc3kmmq> MAD R2 S3,MAD,<Rc3kmmq>,0.24444444444444444,0.4321649474711266,90,0.15515824126325317,0.3337306476256357,2.0,3.0
721,FANToM,Info_AccessQ_List,<Rc3kmmq> MAD R2 S5,MAD,<Rc3kmmq>,0.2111111111111111,0.4103833353069151,90,0.1263250356258099,0.2958971865964123,2.0,5.0
722,FANToM,Info_AccessQ_List,<Rc3kmmq> MAD R2 S7,MAD,<Rc3kmmq>,0.2777777777777778,0.4504124895432845,90,0.1847215933462657,0.3708339622092899,2.0,7.0
723,FANToM,Info_AccessQ_List,<Rc3kmmq> MAD R3 S3,MAD,<Rc3kmmq>,0.15555555555555556,0.3644639317587664,90,0.08025652713214741,0.2308545839789637,3.0,3.0
724,FANToM,Info_AccessQ_List,<Rc3kmmq> MAD R3 S5,MAD,<Rc3kmmq>,0.17777777777777778,0.3844674641127625,90,0.09834597675318649,0.25720957880236905,3.0,5.0
