,dataset,question_type,config,madp,llm,mean_metric,std_metric,count,ci_lower,ci_upper,layers,workers
756,FANToM,Info_AccessQ_List,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.2111111111111111,0.4103833353069152,90,0.12632503562580988,0.29589718659641234,5.0,4.0
757,FANToM,Info_AccessQ_List,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.23333333333333334,0.4253220854887439,90,0.14546088008460434,0.32120578658206234,3.0,5.0
758,FANToM,Info_AccessQ_List,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.2111111111111111,0.4103833353069152,90,0.12632503562580988,0.29589718659641234,4.0,5.0
759,FANToM,Info_AccessQ_List,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.2,0.4022409138923946,90,0.11689616620750139,0.28310383379249865,5.0,5.0
765,FANToM,Info_AccessQ_List,Mixed MoA W5 L5,MoA,Mixed,0.28888888888888886,0.4557853931339366,90,0.19472265107503955,0.38305512670273817,5.0,5.0
781,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.5378787878787878,0.5004624278445043,132,0.45250184807238036,0.6232557276851953,3.0,3.0
782,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.5681818181818182,0.49721640147515817,132,0.48335863782372596,0.6530049985399105,4.0,3.0
783,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.6287878787878788,0.4849695517364947,132,0.5460539632672278,0.7115217943085298,5.0,3.0
784,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.553030303030303,0.49907385889462136,132,0.46789024767526544,0.6381703583853405,3.0,4.0
785,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.5681818181818182,0.4972164014751582,132,0.48335863782372596,0.6530049985399105,4.0,4.0
786,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.5984848484848485,0.4920722420252259,132,0.5145392416812846,0.6824304552884124,5.0,4.0
787,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.6060606060606061,0.49048310438605264,132,0.5223860999451562,0.689735112176056,3.0,5.0
788,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.5757575757575758,0.4961102457079155,132,0.49112310126250536,0.6603920502526462,4.0,5.0
789,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.5909090909090909,0.49353910345005253,132,0.5067132432630503,0.6751049385551315,5.0,5.0
806,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.36363636363636365,0.48287825457761896,132,0.28125921526089004,0.44601351201183725,3.0,3.0
807,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.38636363636363635,0.4887704978654322,132,0.3029812942462968,0.46974597848097593,4.0,3.0
808,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.38636363636363635,0.4887704978654322,132,0.3029812942462968,0.46974597848097593,5.0,3.0
809,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.3712121212121212,0.48496955173649475,132,0.2884782056914702,0.45394603673277223,3.0,4.0
810,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.4015151515151515,0.4920722420252259,132,0.31756954471158766,0.4854607583187153,4.0,4.0
811,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.4015151515151515,0.492072242025226,132,0.31756954471158766,0.4854607583187153,5.0,4.0
812,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.3560606060606061,0.4806575610092439,132,0.2740622993534915,0.43805891276772063,3.0,5.0
813,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.3484848484848485,0.4783056687368218,132,0.26688776543370063,0.4300819315359964,4.0,5.0
814,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.3939393939393939,0.4904831043860528,132,0.31026488782394396,0.4776139000548439,5.0,5.0
820,Hi-ToM,Listener_Belief_Private_Communication,Mixed MoA W5 L5,MoA,Mixed,0.5075757575757576,0.5018471547553727,132,0.421962588754863,0.5931889263966521,5.0,5.0
836,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.44485294117647056,0.4978655330458292,272,0.3856853783382251,0.504020504014716,3.0,3.0
837,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.43014705882352944,0.49600914361009807,272,0.37120011386561585,0.489094003781443,4.0,3.0
838,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.45588235294117646,0.4989678950371838,272,0.39658378269618216,0.5151809231861708,5.0,3.0
839,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.4632352941176471,0.4995656893860118,272,0.40386568052389504,0.5226049077113991,3.0,4.0
840,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.4485294117647059,0.49826048613841045,272,0.3893149117308275,0.5077439117985842,4.0,4.0
841,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.47058823529411764,0.5000542623041372,272,0.41116055849470967,0.5300159120935256,5.0,4.0
842,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.5110294117647058,0.5007997727793904,272,0.45151313666924536,0.5705456868601663,3.0,5.0
843,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.47794117647058826,0.5004339336898314,272,0.4184683785911298,0.5374139743500468,4.0,5.0
844,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.47794117647058826,0.5004339336898315,272,0.41846837859112973,0.5374139743500468,5.0,5.0
861,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.39705882352941174,0.49019029010402065,272,0.3388034054148229,0.4553142416440006,3.0,3.0
862,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.4007352941176471,0.49095077928405206,272,0.34238949760093823,0.4590810906343559,4.0,3.0
863,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.4007352941176471,0.49095077928405195,272,0.3423894976009383,0.45908109063435587,5.0,3.0
864,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.40441176470588236,0.49168250144041586,272,0.34597900853080565,0.46284452088095906,3.0,4.0
865,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.4007352941176471,0.49095077928405206,272,0.34238949760093823,0.4590810906343559,4.0,4.0
866,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.39705882352941174,0.49019029010402065,272,0.3388034054148229,0.4553142416440006,5.0,4.0
867,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.39705882352941174,0.49019029010402065,272,0.3388034054148229,0.4553142416440006,3.0,5.0
868,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.40441176470588236,0.4916825014404158,272,0.34597900853080565,0.46284452088095906,4.0,5.0
869,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.40808823529411764,0.49238558482303646,272,0.34957192296288925,0.46660454762534603,5.0,5.0
875,Hi-ToM,Listener_Belief_Public_Claim,Mixed MoA W5 L5,MoA,Mixed,0.4227941176470588,0.4949138971317398,272,0.363977334470852,0.48161090082326563,5.0,5.0
891,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.9318181818181818,0.2530178709610778,132,0.8886543190842122,0.9749820445521513,3.0,3.0
892,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.9318181818181818,0.2530178709610778,132,0.8886543190842122,0.9749820445521513,4.0,3.0
893,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.9090909090909091,0.28857495234831343,132,0.8598611468440339,0.9583206713377842,5.0,3.0
894,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.946969696969697,0.22494762543583444,132,0.9085945087280001,0.985344885211394,3.0,4.0
895,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.946969696969697,0.22494762543583444,132,0.9085945087280001,0.985344885211394,4.0,4.0
896,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.9924242424242424,0.08703882797784891,132,0.9775757575757575,1.0072727272727273,5.0,4.0
897,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.9242424242424242,0.2656178774337278,132,0.8789290495085048,0.9695557989763436,3.0,5.0
898,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.9621212121212122,0.19163033076407435,132,0.9294298245075755,0.9948125997348488,4.0,5.0
899,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.946969696969697,0.22494762543583444,132,0.9085945087280001,0.985344885211394,5.0,5.0
916,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.26515151515151514,0.4430954351538451,132,0.1895611607295889,0.3407418695734414,3.0,3.0
917,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.25757575757575757,0.4389649888004184,132,0.1826900412047015,0.33246147394681363,4.0,3.0
918,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.25757575757575757,0.43896498880041857,132,0.18269004120470148,0.3324614739468137,5.0,3.0
919,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.2803030303030303,0.45085828140826173,132,0.203388364563181,0.35721769604287956,3.0,4.0
920,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.2727272727272727,0.4470583938310468,132,0.19646085299931343,0.348993692455232,4.0,4.0
921,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.25,0.4346622800634116,132,0.1758483089711182,0.3241516910288818,5.0,4.0
922,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.26515151515151514,0.4430954351538452,132,0.1895611607295889,0.3407418695734414,3.0,5.0
923,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.25757575757575757,0.43896498880041845,132,0.1826900412047015,0.33246147394681363,4.0,5.0
924,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.26515151515151514,0.44309543515384503,132,0.1895611607295889,0.3407418695734414,5.0,5.0
930,Hi-ToM,Listener_Temporal_Private_Communication,Mixed MoA W5 L5,MoA,Mixed,0.9545454545454546,0.20909241769965375,132,0.9188751029532145,0.9902158061376947,5.0,5.0
946,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.8860294117647058,0.3183613009631419,272,0.8481945727776328,0.9238642507517789,3.0,3.0
947,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.9007352941176471,0.2995682806381356,272,0.8651338638266884,0.9363367244086057,4.0,3.0
948,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.8860294117647058,0.3183613009631419,272,0.8481945727776328,0.9238642507517789,5.0,3.0
949,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.9007352941176471,0.29956828063813573,272,0.8651338638266884,0.9363367244086057,3.0,4.0
950,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.9154411764705882,0.27873691823968116,272,0.8823153964544667,0.9485669564867097,4.0,4.0
951,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.9264705882352942,0.26148463272991057,272,0.8953951122053871,0.9575460642652012,5.0,4.0
952,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.9044117647058824,0.29456770428410245,272,0.8694046151915917,0.939418914220173,3.0,5.0
953,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.8713235294117647,0.33545872942751237,272,0.8314567900301227,0.9111902687934067,4.0,5.0
954,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.9080882352941176,0.28943389128721014,272,0.8736912007263973,0.942485269861838,5.0,5.0
971,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.4411764705882353,0.4974429950445204,272,0.38205912320393187,0.5002938179725387,3.0,3.0
972,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.4264705882352941,0.49547551339254736,272,0.36758706120317297,0.48535411526741523,4.0,3.0
973,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.4117647058823529,0.4930601519450496,272,0.353168226337427,0.47036118542727884,5.0,3.0
974,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.4227941176470588,0.4949138971317398,272,0.363977334470852,0.48161090082326563,3.0,4.0
975,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.41911764705882354,0.49432419944038425,272,0.3603709450047129,0.4778643491129342,4.0,4.0
976,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.40808823529411764,0.49238558482303657,272,0.34957192296288925,0.46660454762534603,5.0,4.0
977,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.4227941176470588,0.4949138971317398,272,0.363977334470852,0.48161090082326563,3.0,5.0
978,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.41911764705882354,0.4943241994403843,272,0.3603709450047129,0.4778643491129342,4.0,5.0
979,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.4338235294117647,0.49651487801854455,272,0.3748164817345322,0.49283057708899725,5.0,5.0
985,Hi-ToM,Listener_Temporal_Public_Claim,Mixed MoA W5 L5,MoA,Mixed,0.8860294117647058,0.3183613009631419,272,0.8481945727776328,0.9238642507517789,5.0,5.0
1001,Hi-ToM,Order_0,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.95,0.2190429135575903,100,0.9070675889427122,0.9929324110572877,3.0,3.0
1002,Hi-ToM,Order_0,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.97,0.17144660799776526,100,0.936396464832438,1.003603535167562,4.0,3.0
1003,Hi-ToM,Order_0,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.95,0.21904291355759034,100,0.9070675889427122,0.9929324110572877,5.0,3.0
1004,Hi-ToM,Order_0,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.96,0.1969463855669324,100,0.9213985084288813,0.9986014915711187,3.0,4.0
1005,Hi-ToM,Order_0,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.96,0.19694638556693236,100,0.9213985084288813,0.9986014915711187,4.0,4.0
1006,Hi-ToM,Order_0,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.93,0.25643239997624273,100,0.8797392496046564,0.9802607503953437,5.0,4.0
1007,Hi-ToM,Order_0,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.92,0.2726599243442907,100,0.866558654828519,0.9734413451714811,3.0,5.0
1008,Hi-ToM,Order_0,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.86,0.3487350880197771,100,0.7916479227481237,0.9283520772518763,4.0,5.0
1009,Hi-ToM,Order_0,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.79,0.40936018074033237,100,0.7097654045748949,0.8702345954251052,5.0,5.0
1026,Hi-ToM,Order_0,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.95,0.21904291355759034,100,0.9070675889427122,0.9929324110572877,3.0,3.0
1027,Hi-ToM,Order_0,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.93,0.25643239997624273,100,0.8797392496046564,0.9802607503953437,4.0,3.0
1028,Hi-ToM,Order_0,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.93,0.2564323999762428,100,0.8797392496046564,0.9802607503953437,5.0,3.0
1029,Hi-ToM,Order_0,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.97,0.1714466079977653,100,0.936396464832438,1.003603535167562,3.0,4.0
1030,Hi-ToM,Order_0,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.96,0.1969463855669324,100,0.9213985084288813,0.9986014915711187,4.0,4.0
1031,Hi-ToM,Order_0,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.95,0.21904291355759034,100,0.9070675889427122,0.9929324110572877,5.0,4.0
1032,Hi-ToM,Order_0,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.98,0.14070529413628968,100,0.9524217623492872,1.0075782376507127,3.0,5.0
1033,Hi-ToM,Order_0,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.96,0.19694638556693236,100,0.9213985084288813,0.9986014915711187,4.0,5.0
1034,Hi-ToM,Order_0,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.94,0.23868325657594197,100,0.8932180817111153,0.9867819182888846,5.0,5.0
1040,Hi-ToM,Order_0,Mixed MoA W5 L5,MoA,Mixed,0.97,0.1714466079977653,100,0.936396464832438,1.003603535167562,5.0,5.0
1056,Hi-ToM,Order_1,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.56,0.4988876515698589,100,0.46221802029230774,0.6577819797076924,3.0,3.0
1057,Hi-ToM,Order_1,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.57,0.49756985195624304,100,0.47247630901657633,0.6675236909834236,4.0,3.0
1058,Hi-ToM,Order_1,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.55,0.5,100,0.45200000000000007,0.648,5.0,3.0
1059,Hi-ToM,Order_1,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.58,0.49604496374885826,100,0.4827751871052237,0.6772248128947762,3.0,4.0
1060,Hi-ToM,Order_1,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.5,0.502518907629606,100,0.4015062941045972,0.5984937058954027,4.0,4.0
1061,Hi-ToM,Order_1,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.55,0.5,100,0.45200000000000007,0.648,5.0,4.0
1062,Hi-ToM,Order_1,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.54,0.500908265962033,100,0.44182197987144156,0.6381780201285585,3.0,5.0
1063,Hi-ToM,Order_1,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.5,0.502518907629606,100,0.4015062941045972,0.5984937058954027,4.0,5.0
1064,Hi-ToM,Order_1,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.41,0.49431107042371036,100,0.31311503019695275,0.5068849698030472,5.0,5.0
1081,Hi-ToM,Order_1,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.39,0.4902071300001973,100,0.29391940251996135,0.4860805974800387,3.0,3.0
1082,Hi-ToM,Order_1,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.39,0.4902071300001973,100,0.29391940251996135,0.4860805974800387,4.0,3.0
1083,Hi-ToM,Order_1,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.4,0.49236596391733084,100,0.30349627107220317,0.4965037289277969,5.0,3.0
1084,Hi-ToM,Order_1,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.41,0.49431107042371036,100,0.31311503019695275,0.5068849698030472,3.0,4.0
1085,Hi-ToM,Order_1,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.38,0.4878317312145632,100,0.2843849806819456,0.4756150193180544,4.0,4.0
1086,Hi-ToM,Order_1,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.38,0.48783173121456325,100,0.2843849806819456,0.4756150193180544,5.0,4.0
1087,Hi-ToM,Order_1,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.37,0.4852365870939097,100,0.2748936289295937,0.4651063710704063,3.0,5.0
1088,Hi-ToM,Order_1,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.41,0.49431107042371036,100,0.31311503019695275,0.5068849698030472,4.0,5.0
1089,Hi-ToM,Order_1,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.38,0.48783173121456336,100,0.2843849806819456,0.4756150193180544,5.0,5.0
1095,Hi-ToM,Order_1,Mixed MoA W5 L5,MoA,Mixed,0.48,0.5021167315686783,100,0.381585120612539,0.578414879387461,5.0,5.0
1111,Hi-ToM,Order_2,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.3,0.46056618647183833,100,0.20972902745151967,0.3902709725484803,3.0,3.0
1112,Hi-ToM,Order_2,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.34,0.47609522856952324,100,0.24668533520037347,0.43331466479962655,4.0,3.0
1113,Hi-ToM,Order_2,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.37,0.48523658709390965,100,0.2748936289295937,0.4651063710704063,5.0,3.0
1114,Hi-ToM,Order_2,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.36,0.4824181513244218,100,0.26544604234041336,0.4545539576595866,3.0,4.0
1115,Hi-ToM,Order_2,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.35,0.4793724854411023,100,0.2560429928535439,0.44395700714645603,4.0,4.0
1116,Hi-ToM,Order_2,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.31,0.4648231987117318,100,0.21889465305250058,0.40110534694749944,5.0,4.0
1117,Hi-ToM,Order_2,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.35,0.47937248544110217,100,0.2560429928535439,0.44395700714645603,3.0,5.0
1118,Hi-ToM,Order_2,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.33,0.47258156262526074,100,0.23737401372544892,0.4226259862745511,4.0,5.0
1119,Hi-ToM,Order_2,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.34,0.47609522856952335,100,0.24668533520037345,0.4333146647996266,5.0,5.0
1136,Hi-ToM,Order_2,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.27,0.44619604333847374,100,0.18254557550565917,0.35745442449434084,3.0,3.0
1137,Hi-ToM,Order_2,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.29,0.45604802157206853,100,0.20061458777187455,0.3793854122281254,4.0,3.0
1138,Hi-ToM,Order_2,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.26,0.44084400227680803,100,0.17359457555374563,0.3464054244462544,5.0,3.0
1139,Hi-ToM,Order_2,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.24,0.4292346959909279,100,0.15586999958577813,0.32413000041422185,3.0,4.0
1140,Hi-ToM,Order_2,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.26,0.44084400227680803,100,0.17359457555374563,0.3464054244462544,4.0,4.0
1141,Hi-ToM,Order_2,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.24,0.4292346959909279,100,0.15586999958577813,0.32413000041422185,5.0,4.0
1142,Hi-ToM,Order_2,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.28,0.4512608598542131,100,0.19155287146857425,0.3684471285314258,3.0,5.0
1143,Hi-ToM,Order_2,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.29,0.4560480215720688,100,0.2006145877718745,0.3793854122281255,4.0,5.0
1144,Hi-ToM,Order_2,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.24,0.42923469599092795,100,0.15586999958577813,0.32413000041422185,5.0,5.0
1150,Hi-ToM,Order_2,Mixed MoA W5 L5,MoA,Mixed,0.24,0.4292346959909278,100,0.15586999958577816,0.3241300004142218,5.0,5.0
1166,Hi-ToM,Order_3,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.41,0.49431107042371036,100,0.31311503019695275,0.5068849698030472,3.0,3.0
1167,Hi-ToM,Order_3,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.29,0.45604802157206864,100,0.20061458777187452,0.37938541222812544,4.0,3.0
1168,Hi-ToM,Order_3,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.36,0.4824181513244218,100,0.26544604234041336,0.4545539576595866,5.0,3.0
1169,Hi-ToM,Order_3,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.38,0.48783173121456325,100,0.2843849806819456,0.4756150193180544,3.0,4.0
1170,Hi-ToM,Order_3,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.33,0.47258156262526074,100,0.23737401372544892,0.4226259862745511,4.0,4.0
1171,Hi-ToM,Order_3,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.32,0.4688261722621507,100,0.22811007023661847,0.41188992976338157,5.0,4.0
1172,Hi-ToM,Order_3,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.31,0.4648231987117318,100,0.21889465305250058,0.40110534694749944,3.0,5.0
