dataset,question_type,config,madp,llm,mean_metric,std_metric,count,ci_lower,ci_upper
FANToM,BeliefQ_Dist_First_Order_TokenF1,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.22667635823840188,0.07700475364585394,77,0.2094763662517986,0.24387635022500515
FANToM,BeliefQ_Dist_First_Order_TokenF1,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.2025491733545903,0.07336363414802036,77,0.18616247175877285,0.21893587495040776
FANToM,BeliefQ_Dist_First_Order_TokenF1,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.18641429048032088,0.07027235190899264,77,0.17071806612418314,0.20211051483645862
FANToM,BeliefQ_Dist_First_Order_TokenF1,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.18910453126922477,0.06545055954283413,77,0.17448531561881458,0.20372374691963496
FANToM,BeliefQ_Dist_First_Order_TokenF1,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.17752410670322966,0.07038984057908466,77,0.16180163975701242,0.1932465736494469
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki>,Vanilla,<qLKSiki>,0.3740375398784875,0.17238488665054164,77,0.33553318100946233,0.4125418987475126
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> + CoT,CoT,<qLKSiki>,0.3496800816502274,0.1676269668468399,77,0.3122384647370163,0.38712169856343853
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R1 S3,MAD,<qLKSiki>,0.2808428929619114,0.09263094062774078,77,0.26015259319371714,0.30153319273010565
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R1 S5,MAD,<qLKSiki>,0.28617084379660057,0.0897856298580883,77,0.2661160804092185,0.3062256071839826
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R1 S7,MAD,<qLKSiki>,0.28438607719110726,0.09170501565458795,77,0.2639025945525628,0.3048695598296517
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R2 S3,MAD,<qLKSiki>,0.2476664713120678,0.08290359148486184,77,0.22914889880273698,0.2661840438213986
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R2 S5,MAD,<qLKSiki>,0.23687113508837687,0.07407317647391043,77,0.22032594818169676,0.253416321995057
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.242591161922869,0.07648118520986372,77,0.2255081156113975,0.2596742082343405
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.23201701064692407,0.07264236102281321,77,0.21579141458532816,0.24824260670851997
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.21002552845310016,0.06499379122632683,77,0.195508337820779,0.2245427190854213
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.21529519927514282,0.07453457216007466,77,0.19864695376845504,0.2319434447818306
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.28572152736968376,0.08835517060105695,77,0.265986275266907,0.3054567794724605
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.28932117519500744,0.08837104407617548,77,0.2695823775494958,0.30905997284051906
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.2760071735004996,0.08205283163311237,77,0.25767962903411157,0.2943347179668876
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.2873596617713306,0.08717572345499992,77,0.2678878542028238,0.3068314693398374
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.2925274516145711,0.08906423984477581,77,0.2726338198698569,0.3124210833592853
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.2741388234675597,0.08573567221581181,77,0.25498866967497746,0.2932889772601419
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.2769378058150253,0.08681543445618586,77,0.2575464733808324,0.2963291382492182
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.2838667845718902,0.08129230468137696,77,0.2657091134815746,0.30202445566220576
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.28428875632433903,0.08845587060911557,77,0.2645310115928653,0.30404650105581277
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.23477654575561618,0.07317704691057778,77,0.2184315207945111,0.25112157071672125
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.20310758143366553,0.06387897472748355,77,0.18883939925781998,0.21737576360951108
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.20328257923285112,0.07492087580617014,77,0.18654804788921622,0.220017110576486
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.20483148340403326,0.07676510998068711,77,0.1876850188806755,0.221977947927391
FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.19281730905388253,0.06450571180422317,77,0.17840913717367138,0.20722548093409368
FANToM,BeliefQ_Dist_First_Order_TokenF1,Mixed MoA W5 L5,MoA,Mixed,0.2884706255827504,0.08475450935673379,77,0.26953962700480993,0.30740162416069083
FANToM,BeliefQ_Dist_First_Order_TokenF1,Mixed-A MAD R3 S7,MAD,Mixed,0.2238414929343357,0.08139608518884085,77,0.20566064114656663,0.24202234472210477
FANToM,BeliefQ_Dist_First_Order_TokenF1,Mixed-A Reflection T5,Reflection,Mixed,0.18688953557750348,0.06668970109538572,77,0.17199354188723132,0.20178552926777565
FANToM,BeliefQ_Dist_First_Order_TokenF1,Mixed-B MAD R3 S7,MAD,Mixed,0.21824807601250412,0.0721811896922024,77,0.20212548843824704,0.2343706635867612
FANToM,BeliefQ_Dist_First_Order_TokenF1,Mixed-B Reflection T5,Reflection,Mixed,0.17743179404332043,0.06055892752291268,77,0.16390518667435486,0.190958401412286
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq>,Vanilla,<Rc3kmmq>,0.3076923076923077,0.47067872433164165,26,0.12676923076923077,0.4886153846153847
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> + CoT,CoT,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R1 S3,MAD,<Rc3kmmq>,0.4230769230769231,0.5038314736557788,26,0.2294103395832027,0.6167435065706435
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R1 S5,MAD,<Rc3kmmq>,0.4230769230769231,0.5038314736557788,26,0.2294103395832027,0.6167435065706435
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R1 S7,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R2 S3,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R2 S5,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R2 S7,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R3 S3,MAD,<Rc3kmmq>,0.5,0.5099019513592784,26,0.30400000000000005,0.696
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R3 S5,MAD,<Rc3kmmq>,0.38461538461538464,0.4961389383568338,26,0.19390571649446084,0.5753250527363084
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MAD R3 S7,MAD,<Rc3kmmq>,0.46153846153846156,0.508391127441794,26,0.26611920355570146,0.6569577195212217
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.19230769230769232,0.40191847623425025,26,0.03781520383630141,0.34680018077908326
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.15384615384615385,0.3679464844031199,26,0.01241207862686275,0.29528022906544493
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.2692307692307692,0.45234432086120474,26,0.09535521011111725,0.4431063283504212
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.11538461538461539,0.3258125936084211,26,-0.009853713625534055,0.24062294439476484
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.19230769230769232,0.40191847623425014,26,0.037815203836301464,0.34680018077908314
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.11538461538461539,0.3258125936084211,26,-0.009853713625534055,0.24062294439476484
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.11538461538461539,0.3258125936084211,26,-0.009853713625534055,0.24062294439476484
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.11538461538461539,0.325812593608421,26,-0.009853713625534027,0.2406229443947648
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.15384615384615385,0.3679464844031199,26,0.01241207862686275,0.29528022906544493
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.38461538461538464,0.49613893835683387,26,0.1939057164944608,0.5753250527363085
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.34615384615384615,0.4851645240375839,26,0.15966260708744734,0.5326450852202449
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.38461538461538464,0.4961389383568337,26,0.1939057164944609,0.5753250527363084
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.4230769230769231,0.5038314736557788,26,0.2294103395832027,0.6167435065706435
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.4230769230769231,0.503831473655779,26,0.22941033958320264,0.6167435065706435
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki>,Vanilla,<qLKSiki>,0.4230769230769231,0.503831473655779,26,0.22941033958320264,0.6167435065706435
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> + CoT,CoT,<qLKSiki>,0.5384615384615384,0.508391127441794,26,0.3430422804787783,0.7338807964442986
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R1 S3,MAD,<qLKSiki>,0.2692307692307692,0.45234432086120485,26,0.0953552101111172,0.44310632835042124
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R1 S5,MAD,<qLKSiki>,0.38461538461538464,0.4961389383568338,26,0.19390571649446084,0.5753250527363084
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R1 S7,MAD,<qLKSiki>,0.4230769230769231,0.5038314736557788,26,0.2294103395832027,0.6167435065706435
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R2 S3,MAD,<qLKSiki>,0.5384615384615384,0.508391127441794,26,0.3430422804787783,0.7338807964442986
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R2 S5,MAD,<qLKSiki>,0.5,0.5099019513592785,26,0.30399999999999994,0.6960000000000001
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.4230769230769231,0.503831473655779,26,0.22941033958320264,0.6167435065706435
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.5384615384615384,0.508391127441794,26,0.3430422804787783,0.7338807964442986
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.6538461538461539,0.4851645240375839,26,0.46735491477975505,0.8403373929125526
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.6153846153846154,0.4961389383568338,26,0.4246749472636916,0.8060942835055392
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.3076923076923077,0.4706787243316417,26,0.12676923076923077,0.4886153846153847
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.4230769230769231,0.503831473655779,26,0.22941033958320264,0.6167435065706435
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.3076923076923077,0.47067872433164165,26,0.12676923076923077,0.4886153846153847
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.34615384615384615,0.48516452403758387,26,0.15966260708744737,0.5326450852202449
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.2692307692307692,0.45234432086120485,26,0.0953552101111172,0.44310632835042124
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.34615384615384615,0.4851645240375839,26,0.15966260708744734,0.5326450852202449
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.3076923076923077,0.47067872433164165,26,0.12676923076923077,0.4886153846153847
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.3076923076923077,0.4706787243316417,26,0.12676923076923077,0.4886153846153847
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.34615384615384615,0.4851645240375839,26,0.15966260708744734,0.5326450852202449
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.5,0.5099019513592785,26,0.30399999999999994,0.6960000000000001
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.6153846153846154,0.49613893835683376,26,0.42467494726369165,0.8060942835055391
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.7307692307692307,0.45234432086120485,26,0.5568936716495787,0.9046447898888827
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.6538461538461539,0.48516452403758403,26,0.467354914779755,0.8403373929125527
FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.6153846153846154,0.49613893835683387,26,0.4246749472636916,0.8060942835055392
FANToM,BeliefQ_Dist_Second_Order_Acyclic,Mixed MoA W5 L5,MoA,Mixed,0.15384615384615385,0.36794648440311994,26,0.01241207862686275,0.29528022906544493
FANToM,BeliefQ_Dist_Second_Order_Acyclic,Mixed-A MAD R3 S7,MAD,Mixed,0.46153846153846156,0.5083911274417939,26,0.2661192035557015,0.6569577195212216
FANToM,BeliefQ_Dist_Second_Order_Acyclic,Mixed-A Reflection T5,Reflection,Mixed,0.34615384615384615,0.4851645240375839,26,0.15966260708744734,0.5326450852202449
FANToM,BeliefQ_Dist_Second_Order_Acyclic,Mixed-B MAD R3 S7,MAD,Mixed,0.5,0.5099019513592785,26,0.30399999999999994,0.6960000000000001
FANToM,BeliefQ_Dist_Second_Order_Acyclic,Mixed-B Reflection T5,Reflection,Mixed,0.7307692307692307,0.45234432086120485,26,0.5568936716495787,0.9046447898888827
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq>,Vanilla,<Rc3kmmq>,0.2392227987457365,0.12825405226648756,26,0.18992352821496067,0.2885220692765123
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> + CoT,CoT,<Rc3kmmq>,0.14856063377229686,0.0755718382703827,26,0.11951175435242115,0.17760951319217258
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R1 S3,MAD,<Rc3kmmq>,0.22102406770589694,0.09070127318613995,26,0.18615962073311534,0.25588851467867857
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R1 S5,MAD,<Rc3kmmq>,0.209044015737588,0.050819136250412365,26,0.18950976865630434,0.22857826281887164
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R1 S7,MAD,<Rc3kmmq>,0.1999468253584817,0.05955594535876061,26,0.17705425697509014,0.22283939374187328
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R2 S3,MAD,<Rc3kmmq>,0.1665513579565361,0.03773239079724545,26,0.15204749387728456,0.18105522203578767
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R2 S5,MAD,<Rc3kmmq>,0.16599084970855552,0.06119562278231896,26,0.14246800961476802,0.189513689802343
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R2 S7,MAD,<Rc3kmmq>,0.17731224314632957,0.05328438676479212,26,0.15683038427511187,0.19779410201754727
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R3 S3,MAD,<Rc3kmmq>,0.16186991696672487,0.04761351557630088,26,0.1435678708025998,0.18017196313084993
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R3 S5,MAD,<Rc3kmmq>,0.15741090988375545,0.05107259652619963,26,0.13777923580906282,0.17704258395844807
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MAD R3 S7,MAD,<Rc3kmmq>,0.15553330685969055,0.0496864559187106,26,0.13643444808084765,0.17463216563853345
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.16857549473255418,0.0587950005545219,26,0.14597542411512174,0.19117556534998661
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.17599323456522092,0.05825330172674467,26,0.1536013862735931,0.19838508285684875
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.17005972397613256,0.054439197901731594,26,0.1491339699948123,0.19098547795745283
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.16591871261776509,0.0662198725359566,26,0.1404646130944189,0.19137281214111126
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.16991054888582455,0.06423732797936754,26,0.14521851495578625,0.19460258281586285
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.1720860036843965,0.06479461175714903,26,0.14717975676663775,0.19699225060215525
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.17236771208211218,0.062816431208836,26,0.14822185328688517,0.1965135708773392
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.1672952777926867,0.06203152367144217,26,0.1434511277415017,0.19113942784387167
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.1726281549141624,0.06062189177477853,26,0.14932584991967812,0.19593045990864666
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.17158250380592946,0.05846044558755769,26,0.14911103197763714,0.19405397563422178
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.154658783166507,0.05102031794224003,26,0.1350472043325342,0.1742703620004798
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.15264062756250113,0.040777879842858106,26,0.13696611518243637,0.1683151399425659
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.1559651324410724,0.04576386342513557,26,0.138374069674171,0.1735561952079738
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.1423050208887785,0.03405081319615275,26,0.12921630967938866,0.15539373209816834
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki>,Vanilla,<qLKSiki>,0.3090139783406374,0.1575568081981768,26,0.2484510910551096,0.36957686562616515
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> + CoT,CoT,<qLKSiki>,0.2960247489049194,0.17693608490380822,26,0.22801270747479918,0.36403679033503966
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R1 S3,MAD,<qLKSiki>,0.24848624110227288,0.09248769971768861,26,0.21293511387802302,0.2840373683265227
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R1 S5,MAD,<qLKSiki>,0.23860812142772952,0.09635989416002326,26,0.2015685705787526,0.27564767227670645
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R1 S7,MAD,<qLKSiki>,0.244218170078184,0.09908588518759574,26,0.20613078201269924,0.28230555814366876
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R2 S3,MAD,<qLKSiki>,0.19259137675365054,0.061635461676115076,26,0.16889946803215095,0.21628328547515013
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R2 S5,MAD,<qLKSiki>,0.1970491328943344,0.05562571239399717,26,0.17566729742545734,0.21843096836321146
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R2 S7,MAD,<qLKSiki>,0.19131603786646806,0.07444283941726865,26,0.16270113163422276,0.21993094409871336
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R3 S3,MAD,<qLKSiki>,0.1776671999852619,0.05473692998052656,26,0.15662700147732578,0.19870739849319802
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R3 S5,MAD,<qLKSiki>,0.16513153061525987,0.047801066670702476,26,0.14675739213141584,0.1835056690991039
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MAD R3 S7,MAD,<qLKSiki>,0.16628483417578915,0.04571038360500522,26,0.14871432838992618,0.18385533996165213
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.21023222293613442,0.07017927985581715,26,0.18325617623721083,0.237208269635058
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.2171856764436395,0.06597750963013616,26,0.19182473822201845,0.24254661466526056
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.21226884302986335,0.06296263129881659,26,0.18806678672929278,0.23647089933043391
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.22469105495134184,0.06842100085932173,26,0.1983908689397414,0.2509912409629423
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.21484246394322234,0.06327308706639481,26,0.19052107228752493,0.23916385559891976
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.2275455810438668,0.08548287021123062,26,0.19468702359622952,0.26040413849150407
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.22531591190755496,0.08146354804016996,26,0.1940023321628424,0.2566294916522675
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.2178114437746504,0.06915046215836762,26,0.19123086186687452,0.24439202568242627
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.21571469553573838,0.061958078873255995,26,0.1918987767560873,0.23953061431538947
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.17761887399828488,0.05150401369264948,26,0.15782136850365208,0.19741637949291768
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.16506650400730905,0.05761722054355337,26,0.14291915745091316,0.18721385056370493
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.17008361348392376,0.0494595605911197,26,0.15107197046114781,0.1890952565066997
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.15252901082818393,0.036194607133582316,26,0.13861625175897305,0.16644176989739481
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.15452890681391304,0.040428218703556534,26,0.13898879984869406,0.17006901377913203
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,Mixed MoA W5 L5,MoA,Mixed,0.2354722781533337,0.08811549943709425,26,0.20160177061040113,0.26934278569626624
FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,Mixed-A MAD R3 S7,MAD,Mixed,0.16990150470466425,0.05303353854339444,26,0.1495160687854727,0.19028694062385582
